Clause,mainVerb,mainReferent,Gold
evinced by Romanticism;,evinced,ruins,STATIVE
"certainly, modern archaeology seems to have followed close behind,",seems,archaeology,STATIVE
for the excavation of the supposed site of Troy took place only about 100 years ago.,took,behind,DYNAMIC
"Perhaps it is just as well,",is,it,STATIVE
for only by the means available to modern science are we now able to preserve some of the artifacts,are,,STATIVE
"that we find and, through radiocarbon dating, determine their approximate age.",find,we,DYNAMIC
"Archaeology is a popular pursuit,",is,Archaeology,STATIVE
and its manifest results not only receive considerable publicity,receive,pursuit,DYNAMIC
but can be seen in museums.,seen,pursuit,DYNAMIC
"Not so paleolinguistics, or the reconstruction of ancient languages.",,,CANNOT_DECIDE
Even the remnants we have from early languages,have,,STATIVE
that had a writing system,had,languages,STATIVE
are relatively sparse:,are,remnants,STATIVE
"Classical Latin and Greek, Hebrew, and a few other languages are better documented than others;",documented,remnants,STATIVE
but for most all we have to go on,have,we,STATIVE
"are a handful of tablets here, a few inscriptions there, barely enough in many cases to allow us to identify the language,",are,handful,STATIVE
let alone draw any conclusions,let,alone,CANNOT_DECIDE
regarding its structure or meaning.,regarding,,STATIVE
"Perhaps one day we shall find an Etruscan library,",find,we,DYNAMIC
buried deep in the Italian countryside;,buried,library,STATIVE
"but for the present, we have to make do with what we have,",have,we,DYNAMIC
which is precious little.,is,which,STATIVE
"About languages that had no writing system,",had,languages,STATIVE
we know nothing at all.,know,we,STATIVE
"But some very clever comparative linguists, beginning in Germany in the 19th century, theorized about how the nature of the ancestors of the more modern tongues.",theorized,linguists,DYNAMIC
"In some instances, ancient languages have been decoded, some from multilingual inscriptions.",decoded,languages,DYNAMIC
The work of Jean Francois Champollion (1790-1832),,,CANNOT_DECIDE
"in deciphering hieroglyphics from the Rosetta Stone was an astonishing accomplishment,",was,work,STATIVE
for it enabled us to read the myriad writings of the ancient Egyptians on papyrus and in wall inscriptions,enabled,it,DYNAMIC
and revealed an enormous amount of the knowledge,revealed,it,DYNAMIC
"we have today about their civilization,",have,we,STATIVE
which lasted for about 2600 years.,lasted,civilization,STATIVE
Another significant break-through was that of Michael Ventris,was,break-through,STATIVE
"(1922-1956), who deciphered the Linear B script",deciphered,Ventris,DYNAMIC
found on Crete,found,script,DYNAMIC
and identified it as an early form of Greek.,identified,Ventris,DYNAMIC
"From the standpoint of language, Ventris's work was more important,",was,work,STATIVE
particularly because it filled in a gap in our knowledge of the early states of Indo-European languages.,filled,it,DYNAMIC
"Many years ago, a linguistic scholar counted all of the languages",counted,scholar,DYNAMIC
then spoken,spoken,languages,DYNAMIC
of which he had evidence.,had,he,STATIVE
"The total was approximately 2800,",was,total,STATIVE
but that is probably only a vague estimate:,is,missed,STATIVE
he undoubtedly missed some;,missed,estimate,DYNAMIC
"some have sprung up since his time (modern Hebrew, for instance);",sprung,he,DYNAMIC
and some have vanished.,vanished,he,DYNAMIC
"The exact count is unimportant and, at best, spurious,",is,spurious,STATIVE
for it is extremely difficult to establish uniform criteria for what distinguishes dialect from language.,is,it,STATIVE
"Then, too, one must examine the techniques",examine,one,DYNAMIC
used to group the many languages of the world.,used,techniques,DYNAMIC
"Linguists examining Classical Greek, Latin, German, English, Slavic, Swedish, Norwegian, Danish, Dutch, Lithuanian, Iranian, Hindi, and the other languages of India and Europe found",found,Linguists,DYNAMIC
that there were correspondences among many of the common words.,were,correspondences,STATIVE
"Some, like French, Spanish, Italian, and Portuguese, had more in common with one another",had,Some,STATIVE
"than they did with, say, German, English, Swedish, Danish,",did,they,STATIVE
"and Dutch, which, in turn, bore only a remote resemblance to Russian and Polish, on the one hand, and the two extant varieties of,",bore,Dutch,STATIVE
"say, Gaelic, on the other.",say,,CANNOT_DECIDE
One rapidly runs out of hands,runs,One,DYNAMIC
"and must resort to fingers and toes,",resort,One,DYNAMIC
"for after years of laboriously categorizing these languages, the number of different main branches",categorizing,years,CANNOT_DECIDE
(called families and subfamilies) came to about ten.,came,number,DYNAMIC
"Ingeniously, certain differences between families were explained by various phonetic shifts",explained,differences,DYNAMIC
that (inexplicably) took place in one language group but not in another.,took,shifts,DYNAMIC
"Although certain other languages were geographically nearby,",were,languages,STATIVE
"it was impossible to establish any resemblances between them, hence Basque, for example, is not classified as being in the same family with other European languages,",classified,Basque,STATIVE
"nor are Hungarian and Finnish,",are,Basque,STATIVE
both of which belong to their own group.,belong,Basque,STATIVE
"At the conclusion of this vast exercise, done without the aid of computers, there emerged a pattern",emerged,pattern,DYNAMIC
of familial relationships that linked together languages,linked,pattern,DYNAMIC
"spoken, in earlier times, from Britain as far east as Chinese Turkestan and from India as far north as Lappland.",spoken,languages,DYNAMIC
"Charts showing the chief languages and their derivations can be found in many dictionariesinside the front cover of The Random House Unabridged , for example.",found,Charts,DYNAMIC
"Because linguists are constantly learning more and more about the relationships among languages,",learning,linguists,DYNAMIC
it is best to avoid using an older chart;,is,it,STATIVE
"for the same reason, it would be wise not to stake too much on the accuracy of even a current chart.",be,it,STATIVE
The languages discussed here are what are usually called the Indo-European family;,are,languages,STATIVE
"similar family trees could be drawn for the Semitic languages, Sino-Tibetan, Japanese, Bantu, Malayo-Polynesian, and so on.",drawn,trees,DYNAMIC
Each is a distinct phylum;,is,Each,STATIVE
"although there may be word-borrowing among them,",word-borrowing,,STATIVE
lexicon is considered less important in the classification of languages than structure and grammar.,considered,lexicon,STATIVE
"It is important, too, to note",is,too,STATIVE
that writing systems are irrelevant:,are,systems,STATIVE
"for instance, Polish is written (today) using",written,It,DYNAMIC
"the Roman alphabet, but Russian, a related Slavic language, uses the Cyrillic; Yiddish, a Germanic language, is written in Hebrew characters",uses,Polish,DYNAMIC
"; Latin, Greek, and Sanskrit, which resemble one another rather closely in some respects, all use",use,It,DYNAMIC
"different alphabets; and early examples, utterly unrecognizable to untrained readers of modern languages, were written in cuneiform, quite suitable for writing on soft clay tablets with a pointed stylus, and hieroglyphics.",written,It,DYNAMIC
It would be nice to think,be,It,STATIVE
"that while linguists were working so hard to organize languages,",working,linguists,DYNAMIC
they were working alongside the archaeologists,working,they,DYNAMIC
who were providing the raw materials.,providing,archaeologists,DYNAMIC
But only rarely did they collaborate,collaborate,,DYNAMIC
"and, with few exceptions, their work was not correlated in a systematic way.",correlated,work,DYNAMIC
"Schliemann, who discovered the site of Troy,",discovered,Schliemann,DYNAMIC
"used the evidence in Homer's Iliad to determine his digging site,",used,Schliemann,DYNAMIC
where any ruins had long since disappeared from view.,disappeared,ruins,DYNAMIC
"In many other places, the ancient sites lay buriedand still dobeneath modern cities:",lay,sites,STATIVE
modern property owners quite understandably take a dim view of tearing down their buildings on the off chance,take,owners,STATIVE
that the remnants of an ancient town will be found several yards below.,found,remnants,DYNAMIC
"today, before a new building is erected in London,",erected,building,DYNAMIC
an archaeological team examines the cleared site for its archaeological significance.,examines,team,DYNAMIC
"But there, as everywhere else, nothing can interfere with progress",interfere,nothing,DYNAMIC
"and, regardless of the finds and their importance, the archaeologist must eventually yield to the bulldozer.",yield,archaeologist,DYNAMIC
"Notwithstanding, even the brief glimpses afforded by such investigations can provide some insight into civilizations",provide,glimpses,DYNAMIC
"that existed hundreds or, in some cases, thousands of years earlier.",existed,civilizations,STATIVE
"Based on the sparse evidence available, linguists theorized about the earlier languages",Based,,DYNAMIC
that had given rise to those attested.,given,languages,DYNAMIC
"In other words, based on what they knew about a group of languages",based,,STATIVE
"which were documented,",documented,languages,STATIVE
they tried to imagine the language,tried,they,DYNAMIC
that they sprang from.,sprang,they,DYNAMIC
"In most cases, they dealt with words and functional elements,",dealt,they,DYNAMIC
creating,creating,,DYNAMIC
what are called reconstructions in hypothetical family prototypes,called,Proto-Indo-Iranian,STATIVE
"called, variously, Proto-Latin, Proto-Greek, Proto-Germanic, Proto-Indo-Iranian, and so forth,",called,prototypes,STATIVE
the ultimate goal being to posit a single language,being,goal,STATIVE
called Proto-Indo-European.,called,they,STATIVE
"That is not entirely true,",is,That,STATIVE
for linguists know too much about language to suggest,know,linguists,STATIVE
"that there ever was, literally, a single language",was,language,STATIVE
from which all Indo-European languages descended.,descended,languages,STATIVE
"Nonetheless, it is convenient to think about the existence of a group of proto-dialects",is,it,STATIVE
which can be referred to as Proto-Indo-European.,referred,group,DYNAMIC
It seems only natural,seems,It,STATIVE
"that once an original language, or Ursprache , was posited,",was,language,DYNAMIC
"the next step was to speculate on its source, or Urheimat .",was,step,STATIVE
That is what Renfrew has tried to do.,is,That,DYNAMIC
"Essentially, he proposes",proposes,he,DYNAMIC
"that the parent of all Indo-European languages was itself born in central Anatolia, whence it spread eastward, westward,",whence,,DYNAMIC
"and northward, being modified by the influences of the languages",modified,,DYNAMIC
"with which it came into contact,",came,it,DYNAMIC
"till it ultimately emerged in its recognizable, modern manifestations",emerged,it,DYNAMIC
"which we categorize into Germanic, Hellenic, Italic, Indo-Iranian, Anatolian, Armenian, Celtic, Tocharian, Albanian, and BaltoSlavic.",categorize,we,DYNAMIC
I have no quarrel with Renfrew's theorynotwithstanding the generally received wisdom,have,I,STATIVE
that has placed the homeland north of the Black Sea region and the Volga steppes.,placed,wisdom,DYNAMIC
It is difficult,is,like,STATIVE
"for the nonspecialist reader (like me) to assess the validity of his arguments,",assess,It,CANNOT_DECIDE
which are based on his contention that the language,based,validity,STATIVE
(and its congeners) were carried along by the spread of nomad pastoralism.,carried,language,DYNAMIC
"Using the evidence available,",Using,Renfrew,DYNAMIC
Renfrew contends,contends,Renfrew,DYNAMIC
"that the original Indo-European language, closely related to Hittite,",related,language,STATIVE
"separated after 6500 BC, with the IE languages of western Europe",separated,language,DYNAMIC
"developing from western Anatolia and those of Iran, India, and Pakistan from the eastern division.",developing,languages,DYNAMIC
"The choice between the prevailing theory and Renfrew's depends on whether one accepts a wave theory, first promulgated more than a hundred years ago by Johnanes Schmidt, a German linguist, or one of indigenous development.",depends,choice,STATIVE
Pottery finds can be interpreted to support either the imposition of an elite culture from Turkmenia or a late development of the Indus civilization.,interpreted,finds,DYNAMIC
"Renfrew accepts the wave theory,",accepts,Renfrew,STATIVE
and in the last two thirds of Archaeology & Language he sets forth his arguments in its favor.,sets,Renfrew,DYNAMIC
"Unfortunately, the presentation of his linguistic argument, where the author is clearly treading on more speculative ground than in those parts",treading,author,DYNAMIC
"dealing with outright archaeology,",dealing,parts,DYNAMIC
"where he is on more familiar territory,",is,he,STATIVE
is disorganized and repetitious.,is,presentation,STATIVE
"It is difficult to place all the blame on Renfrew,",is,It,STATIVE
for his editor should have noticed the lack of coherence.,noticed,editor,DYNAMIC
The result is an argument,is,result,STATIVE
that is persuasive but scarely convincing.,is,argument,STATIVE
"Nevertheless, good books on archaeology assimilable by laymen are not easy to find,",are,books,STATIVE
and if the reader can tolerate its shortcomings,tolerate,reader,STATIVE
"and is not overly concerned about the precise birthplace of Indo-European,",is,reader,STATIVE
Archaelogy & Language provides an interesting march through the millennia of prehistory in seven-league boots.,provides,books,STATIVE
Laurence Urdang,,,CANNOT_DECIDE
"Webster's Electronic Thesaurus This software consists of two disks, one labeled Installation and Program, the other Synonym Linguibase, and a manual.",consists,software,STATIVE
"The manual sets forth everything with clarity,",sets,manual,DYNAMIC
"and the program is simple to install,",is,program,STATIVE
requiring only a few minutes.,requiring,,STATIVE
Only one thing made me a little suspicious,made,thing,DYNAMIC
when cranking up the system:,cranking,me,DYNAMIC
"in the descriptive text that appears on the screen, the word labeled is spelt labelleddecidedly un-American.",is,word,STATIVE
"However, I went ahead,",went,I,DYNAMIC
"and, since I was typing the text",typing,I,DYNAMIC
"you are reading, returned to the beginning of the paragraph to see",reading,you,DYNAMIC
how some of these words would fare.,fare,some,DYNAMIC
I looked up the word preceding,looked,I,DYNAMIC
"and was, after a brief moment,",was,I,DYNAMIC
"asked to type in the word,",asked,moment,CANNOT_DECIDE
which I did.,did,I,DYNAMIC
The screen bloomed forth with the following:,bloomed,screen,DYNAMIC
Query: preceding,preceding,following,CANNOT_DECIDE
1) adj being before especially in time or arrangement,being,adj,STATIVE
There were also some other parts of speech:,were,parts,STATIVE
one definition for the preposition and three for the verb (participial) senses.,,,CANNOT_DECIDE
I called up the synonyms for the adj and the following appeared:,called,I,DYNAMIC
Synonyms:,,,CANNOT_DECIDE
"antecedent, anterior, foregoing, former, past, precedent, previous, prior",,,CANNOT_DECIDE
The way the program works is this:,is,works,STATIVE
one uses the cursor to highlight a particular word,uses,one,DYNAMIC
for which synonyms are desired.,are,synonyms,STATIVE
"It is similar, in principle, to finding a synonym in a synonym dictionary",is,in,STATIVE
and then looking up its synonyms to find them.,looking,It,CANNOT_DECIDE
I am not sure,am,why,STATIVE
"why, but I expected the program to network in the same way.",expected,I,STATIVE
"However, when I highlighted antecedent ,",highlighted,I,DYNAMIC
what appeared on the screen was the same list of synonyms,was,appeared,STATIVE
"but with antecedent missing, and preceding had reappeared.",missing,,DYNAMIC
"If all this is too complicated to follow,",complicated,this,STATIVE
let me summarize:,let,,CANNOT_DECIDE
you look up word X,look,you,DYNAMIC
"and get synonyms A,",get,me,DYNAMIC
"B, C, D, E, F, and G. You look up the synonyms for word A,",look,You,DYNAMIC
"and you get synonyms X, B, C, D, E, F, and G. Even",get,You,DYNAMIC
the definition provided for the sub-listings is identical in wording to that of the word,is,definition,STATIVE
originally sought.,sought,word,STATIVE
This is very economical of space,is,This,STATIVE
"and involves a clever computer ploy,",involves,This,STATIVE
"but it does not provide a particularly useful synonym dictionary, for,",provide,This,STATIVE
"as we all know, synonymy in language does not yield to the commutative law of mathematics;",yield,”,DYNAMIC
"in language, Things equal to the same thing are not (necessarily) equal to each other.",are,Things,STATIVE
Perhaps the Proximity people thought,thought,people,STATIVE
that they had got round that little problem by giving the same definition for each of the items in the list;,got,they,DYNAMIC
but we know,know,people,STATIVE
that only very rarely are two synonyms bi-unique (which is another way,are,way,STATIVE
"of saying that if A = B,",saying,way,CANNOT_DECIDE
"B does not necessarily always equal A), an ineluctable fact of language.",equal,B,STATIVE
"If a relatively limited access to a synonym dictionary is likely to be of use,",is,access,STATIVE
then this package may be of service.,be,package,STATIVE
It works with a hard disk or with a set of floppies,works,It,DYNAMIC
and can be used with 29 popular word-processing programs.,used,It,DYNAMIC
(That was the number,was,That,STATIVE
listed,listed,number,STATIVE
when I received my copy;,received,I,DYNAMIC
it might have increased.),increased,it,DYNAMIC
"It also has a few neat features, like suggesting",has,It,STATIVE
a few alternatives if you happen to think,happen,you,STATIVE
that preceding is spelt preceeding,spelt,preceding,STATIVE
(as many people do).,do,people,STATIVE
It has a useful Help feature,has,It,STATIVE
that can be called upon at any stage.,called,feature,DYNAMIC
"Also, if you enter jump ,",enter,you,DYNAMIC
you get the synonyms for that;,get,you,DYNAMIC
"but if you enter jumped ,",enter,you,DYNAMIC
you get the,get,you,DYNAMIC
"(same) synonyms but inflectedincluding the variants leapt,",including,,STATIVE
leaped for leap .,leaped,leapt,CANNOT_DECIDE
"All in all, for a relatively primitive system, it is not too bad;",is,All,STATIVE
but you would have to be in love with your computer to use it in preference to a far more complete books of synonyms available,have,All,STATIVE
"(especially The Synonym Finder , Rodale in the U.S. and Canada, Longman elsewhere, which offers more than 800,000 synonyms, more than three times the number",offers,elsewhere,DYNAMIC
listed in any other synonym book).,listed,number,STATIVE
"The blurb on this book/disk package reads, Supplies you with 470,000 true synonyms for 40,000 entries.",,,STATIVE
My guess is that such a quantity might be reached,is,guess,STATIVE
if one counted all the permutations and combinations;,counted,one,DYNAMIC
"in reality, though, there are probably far fewer actual words.",are,words,STATIVE
Readers can judge for themselves the validity of this numerical legerdemain.,judge,Readers,DYNAMIC
Laurence Urdang,,,CANNOT_DECIDE
"Family Words In 1962, American Speech published Family Words in English,",published,Speech,DYNAMIC
" by Allen Walker Read,",,,CANNOT_DECIDE
which was reprinted in VERBATIM Vol.,reprinted,Read,DYNAMIC
"I, No. 4, (1975).",No.,I,CANNOT_DECIDE
"The article is a classic, probably the first on the subject to appear in a scholarly journal,",is,first,STATIVE
"though there are other informal references to family language,",are,references,STATIVE
some of which are documented by Dickson in his Bibliography.,documented,some,DYNAMIC
Family words and expressions crop up everywhere.,crop,words,DYNAMIC
Some are quite unique,are,Some,STATIVE
and their reporters cannot imagine their origin;,imagine,Some,STATIVE
"others, like Penn Station , what one family terms a child's misinterpretation of a famous line or phrase,",“,others,DYNAMIC
 are clear:,are,what,STATIVE
the generic term comes from the Lord's PrayerAnd lead us not into Penn Station.,comes,term,STATIVE
"Obviously, that works only for kids familiar with New York City.",works,that,STATIVE
Other Penn Stations :,,,CANNOT_DECIDE
"Our Father, which art in heaven,",,,STATIVE
Harold be Thy name.,be,Harold,STATIVE
Land where the Pilgrims pried.,,,DYNAMIC
Bells on cocktails ring.,,,DYNAMIC
I pledge my allowance to the flag.,pledge,I,DYNAMIC
"Gladly the cross-eyed bear Onward Christian Soldiers,",,,CANNOT_DECIDE
"Marching as to War, With the cross-eyed Jesus,",Marching,Soldiers,DYNAMIC
Leaning on the phone.,Leaning,Soldiers,STATIVE
"...One nation, invisible...",,,CANNOT_DECIDE
"...One nation, in a vegetable...",,,CANNOT_DECIDE
"Many people know F.H.B. for `family hold back,'",know,nation,STATIVE
an exhortation ensuring ample provender for guests.,ensuring,exhortation,STATIVE
This is not to suggest,is,This,STATIVE
"that Dickson's book is a catalogue of bloopers, or what Amsel Greene",is,book,STATIVE
(and Jack Smith) like to call pullet surprises .,like,is,STATIVE
There are many interesting entries in Family Words,are,entries,STATIVE
"which, as far as I know, is the first documentation of the genre.",is,entries,STATIVE
"There are occasional hidden entries, as the list of diseasesamong them the dread mohogus under the entry for Fowlenzia .",are,entries,STATIVE
"(In the VERBATIM family, some suffer from Fowler's pip , an affliction",suffer,some,STATIVE
affecting language fanatics,affecting,affliction,DYNAMIC
who base a slavish purism on a literal interpretation of Modern English Usage .),base,fanatics,STATIVE
Family Words is useful and fun.,is,Words,STATIVE
"Inevitably, some of the entries are more imaginative than others;",are,some,STATIVE
Dickson will have his hands full,have,Dickson,STATIVE
if everyone responds giving private words.,responds,everyone,DYNAMIC
"Please sent yours to the author, c/o Addison-Wesley, Reading, MA 01867, not to VERBATIM.",sent,Please,CANNOT_DECIDE
Laurence Urdang,,,CANNOT_DECIDE
"A Midwesterner, Will Hays, Jr., who is proud of his knowledge of post-Civil-War history,",is,Midwesterner,STATIVE
"tells me the following origin of shot , as in shotglass , absent from Gunning for the English Language:",tells,Midwesterner,DYNAMIC
"Although we associate trench warfare with World War I, trenches were characteristic also of the Civil War.",were,trenches,STATIVE
A scaffold was built,built,scaffold,DYNAMIC
"so that a rifleman who fired a single-shot, muzzle-loading shoulder weaponcould step up",step,—,DYNAMIC
and shoot over the top of the trench.,shoot,—,DYNAMIC
"The soldier in charge would command, after each firing,",command,soldier,DYNAMIC
that the rank on the scaffold step down,step,rank,DYNAMIC
and be replaced by the rank,replaced,rank,DYNAMIC
"that had just reloaded,",reloaded,rank,DYNAMIC
thus alternating ranks,alternating,,DYNAMIC
and sustaining the rifle fire.,sustaining,,DYNAMIC
"That war, like others, produced disgruntled veterans and those more adventurous or more restless after military service.",produced,war,DYNAMIC
They moved westward to start a new life.,moved,They,DYNAMIC
"The population increased markedly, with corresponding demands for goods and services, among them the need for saloons.",increased,population,DYNAMIC
"Most new saloons were small and the bars short, accommodating with difficulty",were,saloons,STATIVE
"the many bunched up, in ranks, if you will,",bunched,many,STATIVE
calling for whiskey.,calling,,DYNAMIC
"Many of the thirsty crowd were veterans,",were,Many,STATIVE
as were many of the bartenders.,were,,STATIVE
"Thus, Step down (or back) and give me a shot was readily understood.",Step,“,DYNAMIC
"I've not been able to corroborate this explanation,",been,I,STATIVE
but I'll never forget it.,forget,I,DYNAMIC
"Mr. Joseph Hymes' Do MistakeLearn Better [XV,1] brought to mind the time",Do,“,DYNAMIC
a Japanese acquaintance told me of a friend of hers,told,acquaintance,DYNAMIC
who decided to tackle the original English version of three books,decided,friend,DYNAMIC
she had enjoyed while in Japan.,enjoyed,she,DYNAMIC
She boldly marched into a bookstore,marched,She,DYNAMIC
and asked the salesclerk for a copy,asked,She,DYNAMIC
each of Hemingway's The Sun Come Up Again,Come,marched,CANNOT_DECIDE
and Throw Away the Gun and Steinbeck's The Angry Grape .,Throw,marched,CANNOT_DECIDE
Is there a term for the errors,Is,term,CANNOT_DECIDE
that creep in,creep,errors,CANNOT_DECIDE
while translating a passage back into the original tongue?,translating,errors,CANNOT_DECIDE
"Mr. Davidson's observations on the Scottishness of Chambers 20th Century Dictionary [XV,1] bear out my own formed over sixteen years of using one.",bear,observations,STATIVE
An odd sidelight on this came,came,sidelight,DYNAMIC
a few days after reading the article.,reading,sidelight,CANNOT_DECIDE
Definitions under pet end with Petting Party (coll.),Definitions,,STATIVE
a gathering for the purpose of caressing as an organised sport.,,,CANNOT_DECIDE
(Origin unknown; not from Gaelic) I think it hardly fanciful to discern a note of Calvinist disapproval in this curt disclaimer.,”,unknown,STATIVE
"Although I greatly enjoyed Richard Lederer's article,",enjoyed,I,DYNAMIC
I fear,fear,I,STATIVE
that one of his paragraphs is a load of brass monkey balls.,is,one,STATIVE
The monkey on board ship was a lad,was,monkey,STATIVE
employed to fetch suppliespowder and so forthto the guns.,employed,lad,DYNAMIC
The word might also have been used for a receptacle near the guns,used,word,DYNAMIC
where powder and balls were kept.,kept,powder,STATIVE
"However, this receptacle would have taken the form of a wooden box or something similar.",taken,receptacle,DYNAMIC
The idea of a metal stand carrying a pyramid of cannon balls so delicately balanced as to be affected by the tiny differential expansion of brass and iron does not bear thinking about in a heavy sea.,stand,idea,STATIVE
So what is the explanation of the phrase cold enough to freeze the balls off a brass monkey ?,is,explanation,CANNOT_DECIDE
"Well, the obvious one, I believe.",believe,I,STATIVE
Anybody who asks Why a brass monkey?,”,Anybody,DYNAMIC
is probably not aware,is,,STATIVE
that brass monkeys were very common household ornaments in England in the 19th and early 20th centuries.,were,monkeys,STATIVE
"Originally, they were probably imported from India,",imported,they,DYNAMIC
but were later mass-produced in places such as Birmingham to grace Victorian and Edwardian mantelshelves.,mass-produced,they,DYNAMIC
They can still be found today in so-called gift shops.,found,They,DYNAMIC
"Usually, they come in sets of three, one with its hands over its eyes, one over its ears, and one over its mouth:",come,they,DYNAMIC
"they were said to represent See no evil,",said,they,STATIVE
"Hear no evil,",,,CANNOT_DECIDE
Speak no evil.,,,CANNOT_DECIDE
There were various whimsical variants.,were,variants,STATIVE
I am sure,am,I,STATIVE
"I am not the first to point out Joseph Hynes's, Do MistakeLearn Better, [XV,1] mistakes in Japanizing English words, e.g., sei fu not safe-o, nain not nine-o.",am,I,STATIVE
"The possibilities for representing English with a language of only forty-seven syllables are not that numerous,",are,possibilities,STATIVE
and the rules are very consistent.,are,rules,STATIVE
The main problems are representing consonant clusters and word-final consonants.,representing,problems,STATIVE
"These difficulties produce such monstrosities as sutoraike for English `strike'one syllable in English, five in Japanese.",produce,difficulties,DYNAMIC
Every Japan veteran has his list of favorite mistakes.,has,Japan,STATIVE
Mine are the ones,are,Mine,STATIVE
"that are possible, but wrong, English.",are,ones,STATIVE
Adding the Japanese final vowels produces Gone with the Windo .,produces,vowels,DYNAMIC
"Hypercorrection, where Japanese speakers learn",learn,speakers,DYNAMIC
that many final vowels do not exist in the American version of the tongue,exist,vowels,STATIVE
"and so remove them, sometimes incorrectly,",remove,vowels,DYNAMIC
gives us the California cities of San Francisk and Sacrament .,gives,Hypercorrection,DYNAMIC
This process resulted in the sign reading Pizz and Coffee .,resulted,process,DYNAMIC
"My absolute favorite of these semantic mistakes, however, does not come from the problem of sound.",come,favorite,STATIVE
Japanese has a verb inflection,has,Japanese,STATIVE
"which expresses causation or permissionin English, to make someone or to let someone do something.",expresses,inflection,STATIVE
"One day during a university English class, a very discomfited student, after frantic and obtrusive dictionary work, handed a colleague of mine a scrap of paper.",handed,student,DYNAMIC
On it was written this sentence:,written,”,STATIVE
Please make me go to the bathroom.,make,Please,CANNOT_DECIDE
You Could Look It Up,Look,You,DYNAMIC
"As everyone in the world must know by now, William Safire writes a column in The New York Times Magazine",know,Look,STATIVE
called On Language.,called,column,STATIVE
"Considering the circulation of The New York Times on Sundays, his column is probably the most widely read commentary on contemporary English in the world;",is,column,STATIVE
that places more than one uncommon burden on a writer:,places,commentary,DYNAMIC
he must do his utmost to be accurate;,do,commentary,DYNAMIC
he must try to select subjects likely to be of interest to his readers;,try,commentary,DYNAMIC
and he must write well.,write,commentary,DYNAMIC
"Those familiar with Safire's editorial style, reflected in his political columns on the editorial pages of The N. Y. Times , may agree with me in the contention",agree,style,STATIVE
that when he writes about language,writes,he,DYNAMIC
he seems to be writing on his day off,seems,he,STATIVE
": I cannot put my finger on why,",put,I,DYNAMIC
but On Language always strikes me as an excruciating effort to be cute.,strikes,I,DYNAMIC
"In part, that is attributable to the designation of his correspondents,",is,that,STATIVE
who keep him informed on language,keep,designation,STATIVE
"that is not within earshot, as the Lexicographic Irregulars,",is,,STATIVE
 an amusing reference the first time or two,”,language,CANNOT_DECIDE
it was used,used,it,DYNAMIC
but now beginning to cloy.,beginning,language,DYNAMIC
"More often than it might prove of interest to me,",prove,often,STATIVE
"personally, Safire deals with insiders' language in Washington",,,DYNAMIC
(where he is based) or with trivialities,based,language,STATIVE
uttered by some politico.,uttered,deals,DYNAMIC
"As Andrew Norman wrote, in a letter",wrote,Norman,DYNAMIC
"published in this book on page 113, You flit freely back and forth between prescriptivism and descriptivism.",published,letter,DYNAMIC
But are not many of us guilty of that?,are,many,CANNOT_DECIDE
We are descriptive of the usages,are,We,STATIVE
we accept,accept,we,DYNAMIC
and prescriptiveperhaps proscriptive would be more descriptiveof,be,—,STATIVE
those we do not like.,like,we,STATIVE
At least Safire expresses an opinion;,expresses,Safire,DYNAMIC
"whether the reader agrees with him is another matter,",agrees,reader,STATIVE
"as are the questions of his accuracy,",are,,STATIVE
"which arise fairly often, and that of the suitability of his style,",arise,accuracy,DYNAMIC
"which, as far as I know, has not been broached before.",broached,reader,DYNAMIC
"It ill behooves me,",behooves,It,STATIVE
"excoriated recently as enamored of the cheap larf,",excoriated,me,DYNAMIC
" to criticize Safire's arch puns,",”,me,CANNOT_DECIDE
which permeateenliven is probably the word,is,”,STATIVE
"his editor would usehis articles,",use,editor,DYNAMIC
but I find,find,It,STATIVE
"some kinds of humor unsuitable for reading,",,,CANNOT_DECIDE
however they might evoke a chuckle,evoke,they,DYNAMIC
when uttered viva voce .,uttered,,DYNAMIC
"A handful of examples, from the book at hand:",,,CANNOT_DECIDE
"Therefore, I stand uncorrected.",stand,handful,STATIVE
[p. 112],[,,CANNOT_DECIDE
...Get your hand off my knee.,Get,],CANNOT_DECIDE
"(That's a mnemonic, pronounced knee-MONIC.)",'s,That,STATIVE
Ize Right?,,,CANNOT_DECIDE
"[title, p. 114]",,,CANNOT_DECIDE
"Juggernaughty but Nice [title, p. 115]",p.,title,CANNOT_DECIDE
...slanguist...[p. 116],,,CANNOT_DECIDE
"Lex Appeal [title, p. 121]",,,CANNOT_DECIDE
"Logue-Rolling [title, p. 123]",p.,title,CANNOT_DECIDE
[on -logue vs. -log:] Some people prefer their logues sawed off...[p. 123],logue,,STATIVE
But the Library of Congress wants to be non-U [in its spelling of -logue words].,wants,title,STATIVE
[ibid.],,,CANNOT_DECIDE
Writing containing such labored figures makes for hard reading.,makes,Writing,STATIVE
I am interested in what Safire has to say about language,am,I,STATIVE
but find myself stymied:,find,I,STATIVE
I get the feeling,get,I,DYNAMIC
that he has deliberately created a minefield of interruptions in thought,created,feeling,DYNAMIC
through which I must pick my way to the end.,pick,I,DYNAMIC
"Notwithstanding the valuable role he plays in inspiring nonlinguists to think about language and in informing them about myriad facets of the subject,",plays,he,STATIVE
"I find it hard slogging (or,",find,I,STATIVE
"as he would probably write, sloguing).",“,find,DYNAMIC
You Could Look,Look,You,DYNAMIC
